=== Prefill Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::empty_like         0.53%     234.648us         2.42%       1.062ms       5.531us       0.000us         0.00%       0.000us       0.000us           192  
                                     aten::index_select         0.12%      54.461us         2.42%       1.061ms       1.061ms       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::reshape         1.10%     481.319us         2.37%       1.041ms       2.304us       0.000us         0.00%       0.000us       0.000us           452  
                                      aten::index_copy_         1.29%     567.198us         2.37%       1.041ms      16.262us       1.019ms         1.89%       1.019ms      15.923us            64  
                                              aten::neg         1.29%     565.240us         2.24%     981.593us      15.337us     494.141us         0.92%     494.141us       7.721us            64  
                                       aten::as_strided         2.12%     930.076us         2.12%     930.076us       0.700us       0.000us         0.00%       0.000us       0.000us          1328  
                                    aten::empty_strided         2.12%     930.011us         2.12%     930.011us       4.673us       0.000us         0.00%       0.000us       0.000us           199  
                                            aten::slice         1.43%     628.379us         1.82%     799.042us       3.050us       0.000us         0.00%       0.000us       0.000us           262  
                                            aten::rsqrt         1.00%     440.334us         1.73%     757.505us      11.654us     135.545us         0.25%     135.545us       2.085us            65  
                                            aten::zero_         0.25%     108.245us         1.61%     706.550us      11.040us       0.000us         0.00%     320.288us       5.005us            64  
                                  cudaDeviceSynchronize         1.59%     698.050us         1.59%     698.050us     698.050us       0.000us         0.00%       0.000us       0.000us             1  
                                            aten::zeros         0.19%      81.496us         1.44%     630.514us      19.704us       0.000us         0.00%     159.551us       4.986us            32  
                                            aten::fill_         0.56%     247.305us         1.36%     598.305us       9.349us     320.288us         0.59%     320.288us       5.005us            64  
                                             aten::view         1.33%     582.765us         1.33%     582.765us       1.202us       0.000us         0.00%       0.000us       0.000us           485  
                                             aten::silu         0.83%     364.466us         1.32%     581.616us      18.176us     543.357us         1.01%     543.357us      16.980us            32  
                                       aten::zeros_like         0.15%      67.048us         1.26%     551.968us      17.249us       0.000us         0.00%     160.737us       5.023us            32  
                                Activity Buffer Request         1.12%     491.849us         1.12%     491.849us     491.849us       0.000us         0.00%       0.000us       0.000us             1  
                                     aten::_unsafe_view         1.10%     482.229us         1.10%     482.229us       1.154us       0.000us         0.00%       0.000us       0.000us           418  
                                        cudaMemsetAsync         0.93%     409.269us         0.93%     409.269us       6.395us       0.000us         0.00%       0.000us       0.000us            64  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.61%     268.109us         0.61%     268.109us       1.192us       0.000us         0.00%       0.000us       0.000us           225  
                                 aten::split_with_sizes         0.32%     139.636us         0.43%     188.117us       5.879us       0.000us         0.00%       0.000us       0.000us            32  
                                        aten::unsqueeze         0.27%     119.433us         0.34%     150.471us       2.213us       0.000us         0.00%       0.000us       0.000us            68  
                                              aten::bmm         0.19%      82.683us         0.23%     100.967us     100.967us       0.000us         0.00%       0.000us       0.000us             1  
                                   aten::_reshape_alias         0.22%      95.921us         0.22%      95.921us       1.499us       0.000us         0.00%       0.000us       0.000us            64  
                                       aten::is_nonzero         0.01%       4.558us         0.16%      68.988us      68.988us       0.000us         0.00%       0.000us       0.000us             1  
                                             aten::item         0.01%       3.858us         0.15%      64.430us      64.430us       0.000us         0.00%       0.000us       0.000us             1  
                              aten::_local_scalar_dense         0.04%      16.520us         0.14%      60.572us      60.572us       0.000us         0.00%       0.000us       0.000us             1  
                                              aten::all         0.08%      36.857us         0.12%      50.784us      50.784us       0.000us         0.00%       0.000us       0.000us             1  
                                   cudaFuncSetAttribute         0.10%      44.042us         0.10%      44.042us       1.376us       0.000us         0.00%       0.000us       0.000us            32  
                                        cudaMemcpyAsync         0.07%      32.761us         0.07%      32.761us      32.761us       0.000us         0.00%       0.000us       0.000us             1  
                                              aten::cos         0.04%      18.354us         0.07%      29.164us      29.164us       0.000us         0.00%       0.000us       0.000us             1  
                                      aten::result_type         0.06%      26.311us         0.06%      26.311us       0.405us       0.000us         0.00%       0.000us       0.000us            65  
                                 cudaDeviceGetAttribute         0.06%      24.827us         0.06%      24.827us       0.388us       0.000us         0.00%       0.000us       0.000us            64  
                                              aten::sin         0.03%      12.012us         0.05%      21.620us      21.620us       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::resize_         0.03%      12.773us         0.03%      12.773us      12.773us       0.000us         0.00%       0.000us       0.000us             1  
                                           aten::expand         0.02%      10.479us         0.03%      12.243us       4.081us       0.000us         0.00%       0.000us       0.000us             3  
                                  cudaStreamSynchronize         0.03%      11.291us         0.03%      11.291us      11.291us       0.000us         0.00%       0.000us       0.000us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     416.509us         0.77%     416.509us       6.408us            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.607ms         4.83%       2.607ms      13.505us           193  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 43.900ms
Self CUDA time total: 53.945ms


=== Decode Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::to         0.48%       1.515ms        25.17%      79.372ms      51.142us       0.000us         0.00%       3.469ms       2.235us          1552  
                                         aten::_to_copy         1.47%       4.627ms        24.69%      77.856ms      64.880us       0.000us         0.00%       3.469ms       2.891us          1200  
                                            aten::copy_         5.01%      15.788ms        20.94%      66.047ms      22.557us       7.309ms         3.27%       7.316ms       2.498us          2928  
                                           aten::matmul         1.60%       5.059ms        15.46%      48.759ms      33.861us       0.000us         0.00%      29.459ms      20.457us          1440  
                                           aten::linear         0.80%       2.538ms        15.40%      48.561ms      37.470us       0.000us         0.00%      25.894ms      19.980us          1296  
                                               aten::mm         9.14%      28.816ms        12.79%      40.320ms      28.315us      29.421ms        13.17%      29.421ms      20.661us          1424  
                                    aten::empty_strided         3.65%      11.511ms        12.00%      37.835ms      19.225us       0.000us         0.00%       0.000us       0.000us          1968  
                                       cudaLaunchKernel        11.13%      35.107ms        11.13%      35.107ms       6.609us       0.000us         0.00%       0.000us       0.000us          5312  
                                        cudaGraphLaunch        10.77%      33.958ms        10.77%      33.958ms      66.324us       0.000us         0.00%       0.000us       0.000us           512  
                                             cudaMalloc         8.28%      26.097ms         8.28%      26.097ms     414.233us       0.000us         0.00%       0.000us       0.000us            63  
                                               cudaFree         8.26%      26.062ms         8.26%      26.062ms     274.342us       0.000us         0.00%       0.000us       0.000us            95  
                                  cudaStreamSynchronize         6.58%      20.758ms         6.58%      20.758ms     432.464us       0.000us         0.00%       0.000us       0.000us            48  
                                        cudaMemcpyAsync         6.22%      19.629ms         6.22%      19.629ms      11.052us       0.000us         0.00%       0.000us       0.000us          1776  
                                            aten::clone         0.58%       1.827ms         4.43%      13.982ms      22.997us       0.000us         0.00%       1.505ms       2.475us           608  
                          cudaGraphInstantiateWithFlags         3.79%      11.941ms         3.79%      11.941ms     373.160us       0.000us         0.00%       0.000us       0.000us            32  
                                              aten::mul         2.14%       6.746ms         3.28%      10.354ms      13.482us       1.784ms         0.80%       1.784ms       2.323us           768  
                                              aten::add         1.88%       5.929ms         2.86%       9.013ms      16.094us       1.010ms         0.45%       1.010ms       1.803us           560  
                                            aten::slice         1.98%       6.234ms         2.55%       8.045ms       2.857us       0.000us         0.00%       0.000us       0.000us          2816  
                                          aten::reshape         0.58%       1.837ms         1.94%       6.119ms       2.732us       0.000us         0.00%       0.000us       0.000us          2240  
                                              aten::pow         1.31%       4.137ms         1.92%       6.050ms      19.902us     571.959us         0.26%     571.959us       1.881us           304  
                                                aten::t         0.88%       2.789ms         1.83%       5.770ms       4.452us       0.000us         0.00%       0.000us       0.000us          1296  
                                             aten::mean         1.30%       4.103ms         1.81%       5.707ms      18.772us       1.244ms         0.56%       1.244ms       4.091us           304  
                                             aten::view         1.62%       5.100ms         1.62%       5.100ms       1.932us       0.000us         0.00%       0.000us       0.000us          2640  
                                            aten::fill_         0.63%       1.998ms         1.38%       4.353ms      45.341us     194.560us         0.09%     194.560us       2.027us            96  
                                       aten::as_strided         1.28%       4.033ms         1.28%       4.033ms       0.667us       0.000us         0.00%       0.000us       0.000us          6048  
                                            aten::rsqrt         0.75%       2.369ms         1.20%       3.783ms      12.446us     518.181us         0.23%     518.181us       1.705us           304  
                                        aten::transpose         0.58%       1.827ms         0.96%       3.032ms       2.311us       0.000us         0.00%       0.000us       0.000us          1312  
                                  cudaDeviceSynchronize         0.94%       2.965ms         0.94%       2.965ms      89.839us       0.000us         0.00%       0.000us       0.000us            33  
                                             aten::silu         0.52%       1.643ms         0.78%       2.454ms      19.168us     366.592us         0.16%     366.592us       2.864us           128  
                                        aten::expand_as         0.17%     539.513us         0.69%       2.179ms       4.256us       0.000us         0.00%       0.000us       0.000us           512  
                                           aten::expand         0.48%       1.516ms         0.56%       1.770ms       3.161us       0.000us         0.00%       0.000us       0.000us           560  
                                            aten::empty         0.55%       1.727ms         0.56%       1.761ms       4.234us       0.000us         0.00%       0.000us       0.000us           416  
                                 aten::split_with_sizes         0.45%       1.403ms         0.56%       1.754ms       6.851us       0.000us         0.00%       0.000us       0.000us           256  
                                             aten::item         0.04%     128.521us         0.53%       1.680ms      52.503us       0.000us         0.00%      72.193us       2.256us            32  
                              aten::_local_scalar_dense         0.17%     530.723us         0.49%       1.552ms      48.487us      72.193us         0.03%      72.193us       2.256us            32  
                                         cuLaunchKernel         0.48%       1.513ms         0.48%       1.513ms       5.908us       0.000us         0.00%       0.000us       0.000us           256  
                                           aten::select         0.42%       1.329ms         0.47%       1.489ms       5.475us       0.000us         0.00%       0.000us       0.000us           272  
                                       aten::empty_like         0.12%     376.617us         0.47%       1.469ms       9.179us       0.000us         0.00%       0.000us       0.000us           160  
                                     aten::_unsafe_view         0.34%       1.088ms         0.34%       1.088ms       1.172us       0.000us         0.00%       0.000us       0.000us           928  
                                        aten::unsqueeze         0.25%     796.136us         0.33%       1.050ms       2.343us       0.000us         0.00%       0.000us       0.000us           448  
                                        cudaMemsetAsync         0.33%       1.040ms         0.33%       1.040ms       8.123us       0.000us         0.00%       0.000us       0.000us           128  
                                Activity Buffer Request         0.27%     861.642us         0.27%     861.642us     430.821us       6.432us         0.00%       6.432us       3.216us             2  
                                            aten::zero_         0.05%     166.882us         0.25%     791.256us      24.727us       0.000us         0.00%      66.017us       2.063us            32  
                            cudaStreamGetCaptureInfo_v2         0.22%     685.285us         0.22%     685.285us       0.595us       0.000us         0.00%       0.000us       0.000us          1152  
                                        aten::embedding         0.03%      89.905us         0.20%     638.229us      39.889us       0.000us         0.00%      66.370us       4.148us            16  
                                       cudaGraphDestroy         0.18%     582.437us         0.18%     582.437us      18.201us       0.000us         0.00%       0.000us       0.000us            32  
                                              aten::bmm         0.12%     385.123us         0.17%     521.664us      32.604us      37.631us         0.02%      37.631us       2.352us            16  
                                  cudaStreamIsCapturing         0.16%     505.933us         0.16%     505.933us       0.833us       0.000us         0.00%       0.000us       0.000us           607  
                                     aten::index_select         0.06%     193.205us         0.16%     499.784us      31.237us      66.370us         0.03%      66.370us       4.148us            16  
                                           aten::argmax         0.07%     230.116us         0.12%     383.266us      23.954us     270.300us         0.12%     270.300us      16.894us            16  
                                              aten::cat         0.07%     223.782us         0.11%     345.859us      21.616us      48.448us         0.02%      48.448us       3.028us            16  
                                 cudaDeviceGetAttribute         0.11%     342.429us         0.11%     342.429us       0.535us       0.000us         0.00%       0.000us       0.000us           640  
                                   cudaFuncSetAttribute         0.10%     305.965us         0.10%     305.965us       2.390us       0.000us         0.00%       0.000us       0.000us           128  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.10%     300.781us         0.10%     300.781us       2.350us       0.000us         0.00%       0.000us       0.000us           128  
                                              aten::cos         0.05%     148.461us         0.08%     241.676us      15.105us      50.147us         0.02%      50.147us       3.134us            16  
                                              aten::sin         0.03%     107.308us         0.06%     194.805us      12.175us      47.389us         0.02%      47.389us       2.962us            16  
                                      aten::result_type         0.06%     189.324us         0.06%     189.324us       0.623us       0.000us         0.00%       0.000us       0.000us           304  
                                 cudaStreamBeginCapture         0.06%     185.743us         0.06%     185.743us       5.804us       0.000us         0.00%       0.000us       0.000us            32  
                                   cudaStreamEndCapture         0.06%     185.186us         0.06%     185.186us       5.787us       0.000us         0.00%       0.000us       0.000us            32  
                                        cudaEventRecord         0.06%     174.307us         0.06%     174.307us       2.724us       0.000us         0.00%       0.000us       0.000us            64  
                                    cudaStreamWaitEvent         0.05%     143.744us         0.05%     143.744us       2.246us       0.000us         0.00%       0.000us       0.000us            64  
                                           Buffer Flush         0.03%     104.854us         0.03%     104.854us     104.854us       5.504us         0.00%       5.504us       5.504us             1  
                    cudaThreadExchangeStreamCaptureMode         0.03%      92.039us         0.03%      92.039us       1.438us       0.000us         0.00%       0.000us       0.000us            64  
                                      cudaGraphGetNodes         0.02%      69.217us         0.02%      69.217us       2.163us       0.000us         0.00%       0.000us       0.000us            32  
                                          aten::resize_         0.02%      59.280us         0.02%      59.280us       3.705us       0.000us         0.00%       0.000us       0.000us            16  
                                   cudaDriverGetVersion         0.02%      50.095us         0.02%      50.095us       0.092us       0.000us         0.00%       0.000us       0.000us           544  
                                          aten::detach_         0.01%      19.457us         0.01%      32.181us       2.011us       0.000us         0.00%       0.000us       0.000us            16  
                                                detach_         0.00%      12.724us         0.00%      12.724us       0.795us       0.000us         0.00%       0.000us       0.000us            16  
                                       aten::lift_fresh         0.00%       3.655us         0.00%       3.655us       0.228us       0.000us         0.00%       0.000us       0.000us            16  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      18.979us         0.01%      18.979us       1.186us            16  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      66.370us         0.03%      66.370us       4.148us            16  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.068ms         2.72%       6.068ms       4.682us          1296  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us      37.631us         0.02%      37.631us       2.352us            16  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      48.448us         0.02%      48.448us       3.028us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      50.147us         0.02%      50.147us       3.134us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.848us         0.02%      54.848us       1.714us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      47.389us         0.02%      47.389us       2.962us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.511ms         1.12%       2.511ms       1.937us          1296  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.424ms         0.64%       1.424ms       2.781us           512  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.846ms         1.72%       3.846ms       2.226us          1728  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 315.348ms
Self CUDA time total: 223.465ms

