=== Prefill Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::zeros         0.07%      83.165us         1.27%       1.541ms      48.154us       0.000us         0.00%     147.297us       4.603us            32  
              aten::_scaled_dot_product_flash_attention         0.16%     198.896us         1.26%       1.532ms      47.889us       0.000us         0.00%       1.489ms      46.527us            32  
                                            aten::fill_         0.21%     249.035us         1.23%       1.492ms      23.314us     258.818us         0.19%     279.683us       4.370us            64  
                         aten::_flash_attention_forward         0.27%     324.726us         0.95%       1.157ms      36.158us       1.489ms         1.10%       1.489ms      46.527us            32  
                                             aten::mean         0.60%     733.178us         0.88%       1.068ms      16.438us       1.010ms         0.74%       1.010ms      15.543us            65  
                                          aten::reshape         0.40%     488.711us         0.87%       1.056ms       2.335us       0.000us         0.00%       0.000us       0.000us           452  
                                            aten::empty         0.87%       1.053ms         0.87%       1.053ms       3.645us       0.000us         0.00%       0.000us       0.000us           289  
                                       aten::empty_like         0.20%     242.015us         0.87%       1.052ms       5.479us       0.000us         0.00%       0.000us       0.000us           192  
                                      aten::index_copy_         0.46%     552.532us         0.81%     988.574us      15.446us     936.503us         0.69%     936.503us      14.633us            64  
                                              aten::neg         0.47%     574.213us         0.80%     965.836us      15.091us     435.072us         0.32%     435.072us       6.798us            64  
                                    aten::empty_strided         0.76%     920.010us         0.76%     920.010us       4.623us       0.000us         0.00%       0.000us       0.000us           199  
                                       aten::as_strided         0.75%     910.281us         0.75%     910.281us       0.685us       0.000us         0.00%       0.000us       0.000us          1328  
                                            aten::slice         0.52%     634.880us         0.67%     807.631us       3.083us       0.000us         0.00%       0.000us       0.000us           262  
                                            aten::rsqrt         0.37%     445.818us         0.61%     735.354us      11.313us     124.127us         0.09%     124.127us       1.910us            65  
                                        aten::embedding         0.01%      17.772us         0.58%     698.631us     698.631us       0.000us         0.00%       0.000us       0.000us             1  
                                     aten::index_select         0.03%      39.543us         0.55%     669.788us     669.788us       0.000us         0.00%       0.000us       0.000us             1  
                                             aten::view         0.50%     606.288us         0.50%     606.288us       1.250us       0.000us         0.00%       0.000us       0.000us           485  
                                             aten::silu         0.32%     386.184us         0.49%     588.800us      18.400us     510.239us         0.38%     510.239us      15.945us            32  
                                     aten::_unsafe_view         0.44%     537.145us         0.44%     537.145us       1.285us       0.000us         0.00%       0.000us       0.000us           418  
                                       aten::zeros_like         0.06%      67.202us         0.44%     533.144us      16.661us       0.000us         0.00%     132.386us       4.137us            32  
                                Activity Buffer Request         0.24%     289.084us         0.24%     289.084us     289.084us       0.000us         0.00%       0.000us       0.000us             1  
                                 cudaDeviceGetAttribute         0.17%     206.613us         0.17%     206.613us       0.430us       0.000us         0.00%       0.000us       0.000us           480  
                                 aten::split_with_sizes         0.11%     133.801us         0.15%     178.948us       5.592us       0.000us         0.00%       0.000us       0.000us            32  
                                        aten::unsqueeze         0.09%     113.958us         0.12%     141.768us       2.085us       0.000us         0.00%       0.000us       0.000us            68  
                                   aten::_reshape_alias         0.08%      97.888us         0.08%      97.888us       1.529us       0.000us         0.00%       0.000us       0.000us            64  
                                              aten::bmm         0.05%      58.098us         0.06%      70.320us      70.320us       0.000us         0.00%       0.000us       0.000us             1  
                                       aten::is_nonzero         0.00%       3.075us         0.04%      49.421us      49.421us       0.000us         0.00%       0.000us       0.000us             1  
                                             aten::item         0.00%       2.976us         0.04%      46.346us      46.346us       0.000us         0.00%       0.000us       0.000us             1  
                              aten::_local_scalar_dense         0.01%      12.542us         0.04%      43.370us      43.370us       0.000us         0.00%       0.000us       0.000us             1  
                                   cudaFuncSetAttribute         0.04%      42.987us         0.04%      42.987us       1.343us       0.000us         0.00%       0.000us       0.000us            32  
                                              aten::all         0.02%      27.923us         0.03%      39.283us      39.283us       0.000us         0.00%       0.000us       0.000us             1  
                                      aten::result_type         0.02%      27.520us         0.02%      27.520us       0.423us       0.000us         0.00%       0.000us       0.000us            65  
                                              aten::cos         0.01%      14.055us         0.02%      21.299us      21.299us       0.000us         0.00%       0.000us       0.000us             1  
                                        cudaMemcpyAsync         0.02%      19.436us         0.02%      19.436us      19.436us       0.000us         0.00%       0.000us       0.000us             1  
                                              aten::sin         0.01%      11.000us         0.01%      17.793us      17.793us       0.000us         0.00%       0.000us       0.000us             1  
                                  cudaStreamSynchronize         0.01%      11.392us         0.01%      11.392us      11.392us       0.000us         0.00%       0.000us       0.000us             1  
                                           aten::expand         0.01%       8.998us         0.01%      10.510us       3.503us       0.000us         0.00%       0.000us       0.000us             3  
                                          aten::resize_         0.01%       7.303us         0.01%       7.303us       7.303us       0.000us         0.00%       0.000us       0.000us             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.00%       2.114us         0.00%       2.114us       2.114us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 121.301ms
Self CUDA time total: 135.955ms


=== Decode Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::to         0.40%       1.421ms        37.42%     133.805ms      86.215us       0.000us         0.00%       3.541ms       2.282us          1552  
                                         aten::_to_copy         1.24%       4.431ms        37.02%     132.384ms     110.320us       0.000us         0.00%       3.541ms       2.951us          1200  
                                            aten::copy_         4.34%      15.514ms        32.24%     115.264ms      39.366us       7.638ms         2.66%       7.639ms       2.609us          2928  
                                  cudaStreamSynchronize        20.96%      74.953ms        20.96%      74.953ms       1.562ms       0.000us         0.00%       0.000us       0.000us            48  
                                           aten::linear         0.67%       2.382ms        12.27%      43.884ms      33.861us       0.000us         0.00%      31.650ms      24.422us          1296  
                                           aten::matmul         1.33%       4.762ms        11.82%      42.262ms      29.349us       0.000us         0.00%      37.713ms      26.190us          1440  
                                    aten::empty_strided         3.12%      11.142ms        11.75%      42.026ms      21.355us       0.000us         0.00%       0.000us       0.000us          1968  
                                               cudaFree        10.63%      38.012ms        10.63%      38.012ms     395.953us       0.000us         0.00%       0.000us       0.000us            96  
                                               aten::mm         7.06%      25.252ms         9.57%      34.210ms      24.024us      37.673ms        13.11%      37.673ms      26.456us          1424  
                                       cudaLaunchKernel         9.06%      32.396ms         9.06%      32.396ms       5.955us       0.000us         0.00%       0.000us       0.000us          5440  
                                             cudaMalloc         8.58%      30.689ms         8.58%      30.689ms     487.134us       0.000us         0.00%       0.000us       0.000us            63  
                                        cudaGraphLaunch         7.37%      26.352ms         7.44%      26.608ms      51.969us       0.000us         0.00%       0.000us       0.000us           512  
                                        cudaMemcpyAsync         5.09%      18.193ms         5.09%      18.193ms      10.244us       0.000us         0.00%       0.000us       0.000us          1776  
                                            aten::clone         0.50%       1.803ms         3.81%      13.628ms      22.414us       0.000us         0.00%       1.595ms       2.623us           608  
                                              aten::mul         1.78%       6.358ms         2.68%       9.574ms      12.466us       1.735ms         0.60%       1.735ms       2.260us           768  
                                              aten::add         1.59%       5.703ms         2.34%       8.352ms      14.915us       1.004ms         0.35%       1.004ms       1.793us           560  
                                            aten::slice         1.69%       6.032ms         2.17%       7.773ms       2.760us       0.000us         0.00%       0.000us       0.000us          2816  
                                  cudaDeviceSynchronize         1.78%       6.377ms         1.78%       6.377ms     193.227us       0.000us         0.00%       0.000us       0.000us            33  
                                          aten::reshape         0.50%       1.796ms         1.69%       6.027ms       2.690us       0.000us         0.00%       0.000us       0.000us          2240  
                                              aten::pow         1.06%       3.784ms         1.54%       5.516ms      18.145us     563.390us         0.20%     563.390us       1.853us           304  
                                                aten::t         0.71%       2.532ms         1.49%       5.319ms       4.104us       0.000us         0.00%       0.000us       0.000us          1296  
                                             aten::mean         1.07%       3.836ms         1.47%       5.270ms      17.337us       1.201ms         0.42%       1.201ms       3.950us           304  
                                             aten::view         1.40%       4.998ms         1.40%       4.998ms       1.893us       0.000us         0.00%       0.000us       0.000us          2640  
                          cudaGraphInstantiateWithFlags         1.11%       3.952ms         1.11%       3.952ms     123.503us       0.000us         0.00%       0.000us       0.000us            32  
                                       aten::as_strided         1.06%       3.804ms         1.06%       3.804ms       0.629us       0.000us         0.00%       0.000us       0.000us          6048  
                                            aten::rsqrt         0.63%       2.247ms         0.98%       3.493ms      11.491us     522.581us         0.18%     522.581us       1.719us           304  
                                             aten::item         0.03%      94.526us         0.95%       3.403ms     106.328us       0.000us         0.00%      71.614us       2.238us            32  
                              aten::_local_scalar_dense         0.11%     402.957us         0.93%       3.308ms     103.374us      71.614us         0.02%      71.614us       2.238us            32  
                                            aten::fill_         0.41%       1.450ms         0.87%       3.108ms      32.380us     190.336us         0.07%     190.336us       1.983us            96  
                                        aten::transpose         0.49%       1.738ms         0.79%       2.838ms       2.163us       0.000us         0.00%       0.000us       0.000us          1312  
                                        aten::expand_as         0.14%     501.075us         0.68%       2.446ms       4.777us       0.000us         0.00%       0.000us       0.000us           512  
                                             aten::silu         0.43%       1.535ms         0.62%       2.217ms      17.317us     363.197us         0.13%     363.197us       2.837us           128  
                                           aten::expand         0.51%       1.817ms         0.58%       2.070ms       3.697us       0.000us         0.00%       0.000us       0.000us           560  
                                            aten::empty         0.45%       1.614ms         0.46%       1.647ms       3.959us       0.000us         0.00%       0.000us       0.000us           416  
                                 aten::split_with_sizes         0.36%       1.304ms         0.46%       1.627ms       6.356us       0.000us         0.00%       0.000us       0.000us           256  
                                       aten::empty_like         0.09%     337.367us         0.40%       1.413ms       8.831us       0.000us         0.00%       0.000us       0.000us           160  
                                           aten::select         0.32%       1.158ms         0.37%       1.311ms       4.818us       0.000us         0.00%       0.000us       0.000us           272  
                                     aten::_unsafe_view         0.29%       1.053ms         0.29%       1.053ms       1.135us       0.000us         0.00%       0.000us       0.000us           928  
                                        aten::unsqueeze         0.20%     725.015us         0.27%     958.030us       2.138us       0.000us         0.00%       0.000us       0.000us           448  
                                            aten::zero_         0.04%     133.668us         0.18%     656.624us      20.519us       0.000us         0.00%      64.001us       2.000us            32  
                            cudaStreamGetCaptureInfo_v2         0.18%     653.585us         0.18%     653.585us       0.567us       0.000us         0.00%       0.000us       0.000us          1152  
                                        aten::embedding         0.02%      87.944us         0.17%     620.759us      38.797us       0.000us         0.00%      73.600us       4.600us            16  
                                Activity Buffer Request         0.14%     509.130us         0.14%     509.130us     254.565us       1.471us         0.00%       1.471us       0.736us             2  
                                              aten::bmm         0.11%     380.286us         0.14%     508.641us      31.790us      40.480us         0.01%      40.480us       2.530us            16  
                                     aten::index_select         0.05%     186.062us         0.13%     482.610us      30.163us      73.600us         0.03%      73.600us       4.600us            16  
                                  cudaStreamIsCapturing         0.13%     454.084us         0.13%     454.084us       0.748us       0.000us         0.00%       0.000us       0.000us           607  
                                       cudaGraphDestroy         0.12%     434.051us         0.12%     434.051us      13.564us       0.000us         0.00%       0.000us       0.000us            32  
                                           aten::argmax         0.06%     229.044us         0.10%     375.215us      23.451us     289.279us         0.10%     289.279us      18.080us            16  
                                              aten::cat         0.06%     230.678us         0.10%     345.279us      21.580us      51.778us         0.02%      51.778us       3.236us            16  
                                   cudaFuncSetAttribute         0.07%     267.845us         0.07%     267.845us       2.093us       0.000us         0.00%       0.000us       0.000us           128  
                                              aten::cos         0.04%     142.256us         0.06%     224.392us      14.024us      54.208us         0.02%      54.208us       3.388us            16  
                                 cudaDeviceGetAttribute         0.05%     196.384us         0.05%     196.384us       0.511us       0.000us         0.00%       0.000us       0.000us           384  
                                              aten::sin         0.03%     107.527us         0.05%     188.307us      11.769us      51.551us         0.02%      51.551us       3.222us            16  
                                      aten::result_type         0.05%     172.999us         0.05%     172.999us       0.569us       0.000us         0.00%       0.000us       0.000us           304  
                                 cudaStreamBeginCapture         0.05%     169.201us         0.05%     169.201us       5.288us       0.000us         0.00%       0.000us       0.000us            32  
                                   cudaStreamEndCapture         0.04%     138.499us         0.04%     138.499us       4.328us       0.000us         0.00%       0.000us       0.000us            32  
                                        cudaEventRecord         0.04%     138.012us         0.04%     138.012us       2.156us       0.000us         0.00%       0.000us       0.000us            64  
                                    cudaStreamWaitEvent         0.03%     120.935us         0.03%     120.935us       1.890us       0.000us         0.00%       0.000us       0.000us            64  
                                           Buffer Flush         0.03%     109.812us         0.03%     109.883us     109.883us       0.000us         0.00%       0.000us       0.000us             1  
                    cudaThreadExchangeStreamCaptureMode         0.02%      62.224us         0.02%      62.224us       0.972us       0.000us         0.00%       0.000us       0.000us            64  
                                          aten::resize_         0.02%      59.608us         0.02%      59.608us       3.726us       0.000us         0.00%       0.000us       0.000us            16  
                                      cudaGraphGetNodes         0.02%      58.316us         0.02%      58.316us       1.822us       0.000us         0.00%       0.000us       0.000us            32  
                                   cudaDriverGetVersion         0.01%      47.016us         0.01%      47.016us       0.086us       0.000us         0.00%       0.000us       0.000us           544  
                                          aten::detach_         0.01%      19.524us         0.01%      31.628us       1.977us       0.000us         0.00%       0.000us       0.000us            16  
                                                detach_         0.00%      12.104us         0.00%      12.104us       0.757us       0.000us         0.00%       0.000us       0.000us            16  
                                       aten::lift_fresh         0.00%       4.018us         0.00%       4.018us       0.251us       0.000us         0.00%       0.000us       0.000us            16  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      20.737us         0.01%      20.737us       1.296us            16  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      73.600us         0.03%      73.600us       4.600us            16  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.511ms         2.27%       6.511ms       5.024us          1296  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us      40.480us         0.01%      40.480us       2.530us            16  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      51.778us         0.02%      51.778us       3.236us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.208us         0.02%      54.208us       3.388us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      59.136us         0.02%      59.136us       1.848us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      51.551us         0.02%      51.551us       3.222us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.634ms         0.92%       2.634ms       2.032us          1296  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.542ms         0.54%       1.542ms       3.012us           512  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.098ms         1.43%       4.098ms       2.372us          1728  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      71.614us         0.02%      71.614us       2.238us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.563ms         0.89%       2.563ms       2.028us          1264  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.281ms         1.84%       5.281ms       4.178us          1264  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 357.574ms
Self CUDA time total: 287.328ms

