=== Prefill Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::empty         1.31%       1.073ms         1.31%       1.073ms       3.713us       0.000us         0.00%       0.000us       0.000us           289  
                                              aten::pow         0.85%     690.852us         1.29%       1.054ms      16.215us     499.800us         0.53%     499.800us       7.689us            65  
                                          aten::reshape         0.59%     478.443us         1.29%       1.051ms       2.326us       0.000us         0.00%       0.000us       0.000us           452  
                                             aten::mean         0.88%     720.917us         1.28%       1.045ms      16.075us       1.053ms         1.12%       1.053ms      16.200us            65  
                                       aten::empty_like         0.28%     225.527us         1.25%       1.024ms       5.331us       0.000us         0.00%       0.000us       0.000us           192  
                                      aten::index_copy_         0.68%     553.821us         1.20%     979.746us      15.309us     958.650us         1.02%     958.650us      14.979us            64  
                                              aten::neg         0.67%     547.734us         1.14%     931.201us      14.550us     466.370us         0.49%     466.370us       7.287us            64  
                                    aten::empty_strided         1.10%     900.250us         1.10%     900.250us       4.524us       0.000us         0.00%       0.000us       0.000us           199  
                                       aten::as_strided         1.04%     849.095us         1.04%     849.095us       0.639us       0.000us         0.00%       0.000us       0.000us          1328  
                                            aten::slice         0.76%     618.122us         0.96%     785.000us       2.996us       0.000us         0.00%       0.000us       0.000us           262  
                                            aten::rsqrt         0.52%     428.403us         0.87%     709.114us      10.909us     124.636us         0.13%     124.636us       1.917us            65  
                                            aten::zero_         0.13%     109.178us         0.84%     687.555us      10.743us       0.000us         0.00%     294.786us       4.606us            64  
                                            aten::zeros         0.10%      80.024us         0.80%     652.859us      20.402us       0.000us         0.00%     146.722us       4.585us            32  
                                        aten::embedding         0.02%      14.176us         0.77%     630.876us     630.876us       0.000us         0.00%       0.000us       0.000us             1  
                                     aten::index_select         0.04%      33.242us         0.74%     606.882us     606.882us       0.000us         0.00%       0.000us       0.000us             1  
                                             aten::view         0.74%     604.627us         0.74%     604.627us       1.247us       0.000us         0.00%       0.000us       0.000us           485  
                                            aten::fill_         0.30%     243.579us         0.71%     578.377us       9.037us     294.786us         0.31%     294.786us       4.606us            64  
                                             aten::silu         0.44%     358.633us         0.68%     553.810us      17.307us     487.168us         0.52%     487.168us      15.224us            32  
                                       aten::zeros_like         0.08%      64.300us         0.64%     524.013us      16.375us       0.000us         0.00%     148.064us       4.627us            32  
                                     aten::_unsafe_view         0.61%     494.562us         0.61%     494.562us       1.183us       0.000us         0.00%       0.000us       0.000us           418  
                                Activity Buffer Request         0.30%     245.273us         0.30%     245.273us     245.273us       0.000us         0.00%       0.000us       0.000us             1  
                                 cudaDeviceGetAttribute         0.22%     178.776us         0.22%     178.776us       0.399us       0.000us         0.00%       0.000us       0.000us           448  
                                 aten::split_with_sizes         0.16%     133.062us         0.22%     177.880us       5.559us       0.000us         0.00%       0.000us       0.000us            32  
                                        aten::unsqueeze         0.13%     109.856us         0.17%     135.352us       1.990us       0.000us         0.00%       0.000us       0.000us            68  
                                   aten::_reshape_alias         0.12%      98.790us         0.12%      98.790us       1.544us       0.000us         0.00%       0.000us       0.000us            64  
                                              aten::bmm         0.07%      54.601us         0.08%      65.141us      65.141us       0.000us         0.00%       0.000us       0.000us             1  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.06%      48.345us         0.06%      48.345us       1.422us       0.000us         0.00%       0.000us       0.000us            34  
                                       aten::is_nonzero         0.00%       2.595us         0.06%      45.695us      45.695us       0.000us         0.00%       0.000us       0.000us             1  
                                             aten::item         0.00%       2.495us         0.05%      43.100us      43.100us       0.000us         0.00%       0.000us       0.000us             1  
                                   cudaFuncSetAttribute         0.05%      42.213us         0.05%      42.213us       1.319us       0.000us         0.00%       0.000us       0.000us            32  
                              aten::_local_scalar_dense         0.01%      11.130us         0.05%      40.605us      40.605us       0.000us         0.00%       0.000us       0.000us             1  
                                              aten::all         0.03%      25.417us         0.04%      35.315us      35.315us       0.000us         0.00%       0.000us       0.000us             1  
                                      aten::result_type         0.03%      25.586us         0.03%      25.586us       0.394us       0.000us         0.00%       0.000us       0.000us            65  
                                              aten::cos         0.02%      13.355us         0.02%      20.187us      20.187us       0.000us         0.00%       0.000us       0.000us             1  
                                        cudaMemcpyAsync         0.02%      17.012us         0.02%      17.012us      17.012us       0.000us         0.00%       0.000us       0.000us             1  
                                              aten::sin         0.01%      10.509us         0.02%      16.851us      16.851us       0.000us         0.00%       0.000us       0.000us             1  
                                  cudaStreamSynchronize         0.02%      12.463us         0.02%      12.463us      12.463us       0.000us         0.00%       0.000us       0.000us             1  
                                           aten::expand         0.01%       8.274us         0.01%       9.707us       3.236us       0.000us         0.00%       0.000us       0.000us             3  
                                          aten::resize_         0.01%       5.510us         0.01%       5.510us       5.510us       0.000us         0.00%       0.000us       0.000us             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.053ms         1.12%       1.053ms      16.715us            63  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 81.671ms
Self CUDA time total: 94.407ms


=== Decode Profile ===
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::to         0.35%       1.450ms        41.60%     173.399ms     111.726us       0.000us         0.00%       3.396ms       2.188us          1552  
                                         aten::_to_copy         1.04%       4.327ms        41.25%     171.949ms     143.291us       0.000us         0.00%       3.396ms       2.830us          1200  
                                            aten::copy_         3.65%      15.212ms        39.15%     163.200ms      55.738us       7.305ms         2.07%       7.306ms       2.495us          2928  
                                  cudaStreamSynchronize        30.47%     127.011ms        30.47%     127.011ms       2.646ms       0.000us         0.00%       0.000us       0.000us            48  
                                               cudaFree        12.13%      50.566ms        12.13%      50.566ms     201.460us       0.000us         0.00%       0.000us       0.000us           251  
                                           aten::linear         0.55%       2.307ms        10.89%      45.391ms      35.024us       0.000us         0.00%      38.551ms      29.746us          1296  
                                           aten::matmul         1.16%       4.845ms        10.63%      44.299ms      30.763us       0.000us         0.00%      48.744ms      33.850us          1440  
                                               aten::mm         6.36%      26.514ms         8.67%      36.140ms      25.379us      48.705ms        13.83%      48.705ms      34.203us          1424  
                                    aten::empty_strided         2.64%      10.998ms         7.94%      33.110ms      16.824us       0.000us         0.00%       0.000us       0.000us          1968  
                                       cudaLaunchKernel         7.78%      32.448ms         7.78%      32.448ms       5.965us       0.000us         0.00%       0.000us       0.000us          5440  
                                        cudaGraphLaunch         6.56%      27.327ms         6.62%      27.588ms      53.882us       0.000us         0.00%       0.000us       0.000us           512  
                                             cudaMalloc         5.26%      21.919ms         5.26%      21.919ms     342.479us       0.000us         0.00%       0.000us       0.000us            64  
                                        cudaMemcpyAsync         4.22%      17.571ms         4.22%      17.571ms       9.894us       0.000us         0.00%       0.000us       0.000us          1776  
                                            aten::clone         0.42%       1.748ms         3.22%      13.443ms      22.110us       0.000us         0.00%       1.538ms       2.529us           608  
                                              aten::mul         1.52%       6.340ms         2.28%       9.499ms      12.369us       1.706ms         0.48%       1.706ms       2.221us           768  
                                              aten::add         1.36%       5.669ms         1.99%       8.300ms      14.821us     990.565us         0.28%     990.565us       1.769us           560  
                                  cudaDeviceSynchronize         1.91%       7.965ms         1.91%       7.965ms     241.371us       0.000us         0.00%       0.000us       0.000us            33  
                                            aten::slice         1.44%       5.992ms         1.86%       7.740ms       2.749us       0.000us         0.00%       0.000us       0.000us          2816  
                                             aten::item         0.02%      93.549us         1.69%       7.054ms     220.430us       0.000us         0.00%      73.851us       2.308us            32  
                              aten::_local_scalar_dense         0.09%     387.878us         1.67%       6.960ms     217.506us      73.851us         0.02%      73.851us       2.308us            32  
                                          aten::reshape         0.45%       1.872ms         1.46%       6.068ms       2.709us       0.000us         0.00%       0.000us       0.000us          2240  
                                                aten::t         0.63%       2.606ms         1.31%       5.459ms       4.212us       0.000us         0.00%       0.000us       0.000us          1296  
                                              aten::pow         0.89%       3.723ms         1.30%       5.412ms      17.804us     539.642us         0.15%     539.642us       1.775us           304  
                                             aten::mean         0.90%       3.771ms         1.24%       5.165ms      16.991us       1.176ms         0.33%       1.176ms       3.867us           304  
                                             aten::view         1.18%       4.938ms         1.18%       4.938ms       1.871us       0.000us         0.00%       0.000us       0.000us          2640  
                          cudaGraphInstantiateWithFlags         1.07%       4.455ms         1.07%       4.455ms     139.226us       0.000us         0.00%       0.000us       0.000us            32  
                                       aten::as_strided         0.91%       3.799ms         0.91%       3.799ms       0.628us       0.000us         0.00%       0.000us       0.000us          6048  
                                            aten::rsqrt         0.52%       2.184ms         0.82%       3.436ms      11.302us     508.476us         0.14%     508.476us       1.673us           304  
                                            aten::fill_         0.33%       1.388ms         0.71%       2.968ms      30.917us     187.262us         0.05%     187.262us       1.951us            96  
                                        aten::transpose         0.44%       1.815ms         0.70%       2.902ms       2.212us       0.000us         0.00%       0.000us       0.000us          1312  
                                             aten::silu         0.37%       1.524ms         0.53%       2.228ms      17.405us     366.042us         0.10%     366.042us       2.860us           128  
                                        aten::expand_as         0.12%     499.098us         0.50%       2.089ms       4.081us       0.000us         0.00%       0.000us       0.000us           512  
                                           aten::expand         0.35%       1.464ms         0.41%       1.714ms       3.061us       0.000us         0.00%       0.000us       0.000us           560  
                                            aten::empty         0.40%       1.653ms         0.40%       1.686ms       4.034us       0.000us         0.00%       0.000us       0.000us           418  
                                 aten::split_with_sizes         0.31%       1.304ms         0.39%       1.630ms       6.368us       0.000us         0.00%       0.000us       0.000us           256  
                                       aten::empty_like         0.08%     343.426us         0.34%       1.407ms       8.794us       0.000us         0.00%       0.000us       0.000us           160  
                                           aten::select         0.27%       1.137ms         0.31%       1.289ms       4.739us       0.000us         0.00%       0.000us       0.000us           272  
                                     aten::_unsafe_view         0.25%       1.024ms         0.25%       1.024ms       1.104us       0.000us         0.00%       0.000us       0.000us           928  
                                        aten::unsqueeze         0.17%     718.316us         0.23%     954.395us       2.130us       0.000us         0.00%       0.000us       0.000us           448  
                                         cuLaunchKernel         0.19%     801.766us         0.19%     801.766us       6.264us       0.000us         0.00%       0.000us       0.000us           128  
                            cudaStreamGetCaptureInfo_v2         0.15%     644.156us         0.15%     644.156us       0.559us       0.000us         0.00%       0.000us       0.000us          1152  
                                            aten::zero_         0.03%     128.909us         0.15%     641.286us      20.040us       0.000us         0.00%      62.144us       1.942us            32  
                                        aten::embedding         0.02%      86.473us         0.15%     612.652us      38.291us       0.000us         0.00%      68.958us       4.310us            16  
                                Activity Buffer Request         0.12%     516.475us         0.12%     516.475us     258.238us       1.024us         0.00%       1.024us       0.512us             2  
                                              aten::bmm         0.09%     373.540us         0.12%     499.351us      31.209us      38.499us         0.01%      38.499us       2.406us            16  
                                     aten::index_select         0.04%     183.274us         0.11%     476.479us      29.780us      68.958us         0.02%      68.958us       4.310us            16  
                                  cudaStreamIsCapturing         0.11%     457.965us         0.11%     457.965us       0.753us       0.000us         0.00%       0.000us       0.000us           608  
                                       cudaGraphDestroy         0.11%     453.130us         0.11%     453.130us      14.160us       0.000us         0.00%       0.000us       0.000us            32  
                                           aten::argmax         0.05%     225.486us         0.09%     367.749us      22.984us     278.784us         0.08%     278.784us      17.424us            16  
                                              aten::cat         0.05%     220.144us         0.08%     331.588us      20.724us      49.120us         0.01%      49.120us       3.070us            16  
                                 cudaDeviceGetAttribute         0.07%     271.722us         0.07%     271.722us       0.531us       0.000us         0.00%       0.000us       0.000us           512  
                                   cudaFuncSetAttribute         0.06%     261.354us         0.06%     261.354us       2.042us       0.000us         0.00%       0.000us       0.000us           128  
                                              aten::cos         0.04%     146.029us         0.05%     226.438us      14.152us      51.325us         0.01%      51.325us       3.208us            16  
                                              aten::sin         0.03%     104.649us         0.04%     182.768us      11.423us      48.448us         0.01%      48.448us       3.028us            16  
                                      aten::result_type         0.04%     160.207us         0.04%     160.207us       0.527us       0.000us         0.00%       0.000us       0.000us           304  
                                   cudaStreamEndCapture         0.04%     152.632us         0.04%     152.632us       4.770us       0.000us         0.00%       0.000us       0.000us            32  
                                        cudaEventRecord         0.03%     136.875us         0.03%     136.875us       2.139us       0.000us         0.00%       0.000us       0.000us            64  
                                 cudaStreamBeginCapture         0.03%     134.449us         0.03%     134.449us       4.202us       0.000us         0.00%       0.000us       0.000us            32  
                                    cudaStreamWaitEvent         0.03%     117.386us         0.03%     117.386us       1.834us       0.000us         0.00%       0.000us       0.000us            64  
                                           Buffer Flush         0.03%     109.883us         0.03%     109.963us     109.963us       0.000us         0.00%       0.000us       0.000us             1  
                    cudaThreadExchangeStreamCaptureMode         0.02%      62.672us         0.02%      62.672us       0.979us       0.000us         0.00%       0.000us       0.000us            64  
                                          aten::resize_         0.01%      59.650us         0.01%      59.650us       3.728us       0.000us         0.00%       0.000us       0.000us            16  
                                      cudaGraphGetNodes         0.01%      54.691us         0.01%      54.691us       1.709us       0.000us         0.00%       0.000us       0.000us            32  
                                   cudaDriverGetVersion         0.01%      46.510us         0.01%      46.510us       0.085us       0.000us         0.00%       0.000us       0.000us           544  
                                          aten::detach_         0.00%      18.266us         0.01%      31.077us       1.942us       0.000us         0.00%       0.000us       0.000us            16  
                                                detach_         0.00%      12.811us         0.00%      12.811us       0.801us       0.000us         0.00%       0.000us       0.000us            16  
                                       aten::lift_fresh         0.00%       3.504us         0.00%       3.504us       0.219us       0.000us         0.00%       0.000us       0.000us            16  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      20.543us         0.01%      20.543us       1.284us            16  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      68.958us         0.02%      68.958us       4.310us            16  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.228ms         1.77%       6.228ms       4.806us          1296  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us      38.499us         0.01%      38.499us       2.406us            16  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      49.120us         0.01%      49.120us       3.070us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      51.325us         0.01%      51.325us       3.208us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      56.674us         0.02%      56.674us       1.771us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      48.448us         0.01%      48.448us       3.028us            16  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.483ms         0.71%       2.483ms       1.916us          1296  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.442ms         0.41%       1.442ms       2.816us           512  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.911ms         1.11%       3.911ms       2.263us          1728  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      73.851us         0.02%      73.851us       2.308us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.375ms         0.67%       2.375ms       1.879us          1264  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 416.855ms
Self CUDA time total: 352.111ms

